tid,mxm_tid,artist_name_mxm,title_mxm
TRMMOYE128F424D442,1302784,Furry Lewis,"John Henry (The Steel Driving Man), Part 2"
TRMMORV12903D0437A,1667550,Gak Sato,The Man (Whereabouts Be Unknown)
TRMMOWV128F42B258C,6125943,Steve Roach,First Light
TRMMOWI128F426EA7B,5541176,Crystal,Ha arra ébredek
TRMMOWV128F42728FB,3628283,Section 25,Haunted
TRMMOUP128F1474363,2036480,Jan De Wilde,Fanfare Van Honger En Dorst
TRMMOYO128F92E0EDC,904826,Anointed,If We Pray
TRMMOUZ128F92F2AEF,6412207,Goldblade,Stereo Gangsta
TRMMOVD128F9334E84,3120721,Nash the Slash,The Million-Year Picnic
TRMMOXO128F9335330,9278357,Graham Parker,You've Got to Be Kidding
TRMMOJB128F146682E,2560361,Jon Secada,Solo Tu Imagen
TRMMOHZ128F9350128,2891544,Pavement,All My Friends
TRMMOET128F92E83DD,1628156,The Wildhearts,Top of the World
TRMMOCQ128F428A1A5,5643462,Ash,I'm Gonna Fall
TRMMOCN128F42321B4,8058026,Cold Blood,Feel So Bad
TRMMOWW128F1465642,4214933,Yann Tiersen,La valse d'Amélie (orchestra version)
TRMMOZR128F931474C,5708824,CPM 22,Um minuto para o fim do mundo
TRMMOSX128F424F556,5131919,Michael Kiske,Sad as the World
TRMMOKL12903CC19B8,610885,Ben Tankard,El Shaddai
TRMMOMM128F92D240B,9393247,Carl Michael von Hausswolff,"""Är Livet En Dröm Eller Verklighet"". Composed and Sung By (feat. Jürgenson From an Unpublished Tape)"
TRMMOYO128F42512CB,6075709,Jenny Piccolo,Cyanide Inhaler
TRMMODT128F42141C3,3019589,Lady Laistee,Ma petite maison dans la cité
TRMMOUH12903CB1269,2088614,Peter & Gordon,Five Hundred Miles
TRMMOCC128F147EC4B,5673254,Eclection,Another Time / Another Place
TRMMOBE128F424FC2C,3695490,Mint Royale,My Heart Is Beating Fast
TRMMOHI128F9326CCA,1009264,Carbon Leaf,Mellow Tone
TRMMOLY128E0785A4B,3603364,Bonnie McKee,Honey
TRMMXOX128F92E9A3B,1075328,Run-D.M.C.,My Adidas
TRMMXDK128F92D2223,5809648,Mika Vainio,Leslie
TRMMXXL128F9329382,1152530,Sing-Sing,Tegan
TRMMXWK128F4228043,6776644,Verona,La musica
TRMMXIA12903C9D405,9966426,Levitation,More Than Ever People
TRMMXAP128F9316172,1439095,Pat Metheny,Over on 4th Street
TRMMXGF12903CCA74C,880979,Ween,Mononucleosis
TRMMXNN128F1460C69,3457869,Donnie,Our New National Anthem
TRMMXZT128F428C5D2,6053111,Perturbazione,Brautigan (Giorni che finiscono)
TRMMXAM128F4277BE0,2748364,9 Shocks Terror,Constant Pressure
TRMMXQX128F1460F42,8345838,Paul Mauriat,L'Oiseau et l'Enfant
TRMMXSA128F1468B12,3281341,Dion & The Belmonts,Queen of the Hop
TRMMXZS128F426195F,1526851,Rodney P / Farma G / Mystro / Braintax,You Know Who You Are
TRMMXIN128F932CB42,3284677,Electrostatic,Beautiful Game (Electrostatic's Fifty-Fathoms Mix)
TRMMXMC128F424A679,2818196,Ne Luumäet,Oot kaunis
TRMMXPG128F92FF61A,1526110,Two Lone Swordsmen,Solo Strike
TRMMXUG128F9324338,9708205,Vincent de Moor,Flowtation
TRMMXYX128F42946B5,9507387,Modern Talking,Give Me Peace on Earth
TRMMXVK128EF351295,6091054,Morthem Vlade Art,A Dish of Malicious Gossip
TRMMXRN128F92F9B70,4501451,Robert Mirabal,An Kah Na
TRMMXBN128F4299C07,1209762,Tiromancino,Federazione porno
TRMMXOX128F9338113,7476332,María Elena Walsh,Barco Quieto
TRMMXGJ128F931A0AB,5550200,Björk,Storm
TRMMXXH12903CD9752,6035492,G-Pal,Morning Lights
TRMMXHV128F42B805F,4092095,The Like,(So I'll Sit Here) Waiting
TRMMXBQ12903CBE3E8,3588242,The Feelies,I Wanna Sleep in Your Arms
TRMMXJL128F934AEDA,595754,GWAR,Krak Down
TRMMXUI128F4222C00,3661826,Utopia,Crybaby
TRMMXIA12903D105AA,5890135,Entre Ríos,Drama
TRMMXHM128E0792061,1378764,The Revolution Smile,Alien
TRMMXAC128F4295260,7908341,Kate Smith,It's Beginning To Look A Lot Like Christmas
TRMMXVM128F4247B9E,4824039,Swedish Erotica,Love on the Line
TRMMXKN128F92F1D2E,8012094,Larsen,Lefrak City Limits
TRMMXDP128F425362B,3146650,Omnium Gatherum,Auguries Gone
TRMMXPR128F4272AB0,4283858,Jagged Edge,"Where the Party At (11-01-01 remix) (feat. Jermaine Dupri, da Brat, R.O.C., Lil Bow Wow & Tigah)"
TRMMXNE128F4233F94,1034320,Damn Yankees,Double Coyote
TRMMXYW128F930BD62,4091952,Airiel,Blowin' Cool
TRMMXWB128F427F5E5,731558,Kim Hill,"O Come, Let Us Adore Him"
TRMMXQT128F4275391,6256122,Entombed,Amok
TRMMXLJ128F426383C,2143617,Cuba,Devil's Rock
TRMMXIL128F92EFB7C,7644715,Headhunter,Prototype
TRMMXBH128F428CB17,3258038,John Gary,If You Love Me
TRMMKFU128F931AC46,8924062,Art Mengo,Je prendrai sur moi
TRMMKSM128F933A4E1,7533627,Matthew Sweet,Flying
TRMMKYG128F933BB33,9467233,Jamie Cullum,Just One of Those Things
TRMMKSI128F42B6508,1158216,Catherine Wheel,Shocking
TRMMKUE12903CAD9F5,3320098,Marty Robbins,Constancy (Ua Like No More)
TRMMKHJ128F146BC56,7763612,T-Connection,Totally connected
TRMMKFS128F93275CB,7434487,Pinch,Get Up
TRMMKSO128F934402D,5437624,Dead to Me,Splendid Isolation
TRMMKJR128F1485806,9101191,Moloko,Lotus Eaters
TRMMKFK128F425CE1F,3603029,Coffin Break,Our World Now
TRMMKCP128F930693F,9312800,Ram-Zet,God Don't Forgive
TRMMKSV128F9347C71,5020571,Juan Gabriel,"Adiós amor, te vas"
TRMMKLQ128F92C4F00,2686742,Yennah,Pulsar
TRMMKEH128F429EC24,5293510,Yo La Tengo,Song for Mahila
TRMMKIR128F423A79C,7252948,Padded Cell,Are You Anywhere? (edit)
TRMMKFN128F42724FE,8714267,Les Trois Accords,Ton avion
TRMMKVM128E0787352,7349909,Morris Day,The Oak Tree (extended dance version)
TRMMKJP128F92D535E,7642815,Garou,Beautiful Regret
TRMMKPT128F147235E,3271598,JD Natasha,Tan Cerca
TRMMKBG128F42BAA75,5839343,2 Bit Pie,Nobody Never
TRMMKWK128F14651CA,2104830,Earl Klugh,The Rainmaker
TRMMKBS128F426B683,2116027,Vibracathedral Orchestra,Caked
TRMMKUQ128F4259EBF,651234,Mad Dog Loose,Sister Of Free
TRMMKHM128E078EFB3,765999,Boyz II Men,To the Limit
TRMMKHL128F932DE2E,2515051,Lackluster,LL12 Cart Etak (08/01/01)
TRMMKVQ12903D0D2F1,8214824,Hablando en Plata,Jugar con fuego
TRMMKWI128F93547D7,2117760,Electric Boys,Halleluja! I'm On Fire
TRMMKXG12903CDEB38,1572960,Oliver Onions,Ballad
TRMMKXA128F92FC2A3,13433312,The Dismemberment Plan,The Dismemberment Plan Gets Rich
TRMMKUL128F93359C6,3651077,Cory Branan,Spoke Too Soon
TRMMKGK128F9313C22,1713385,Standstill,Skies and a Mouse
TRMMKGE128F42278B8,6944234,High Dependency Unit,A Copy of Yourself
TRMMKVV12903CAEF8D,955887,Charlie Parker,Now's the Time
TRMMKJX128E07818C1,8387523,Daft Punk,Face to Face (Cosmo Vitelli remix)
TRMMKCC128F14988FE,895094,Big Tymers,10 Wayz
TRMMKTI128F425C805,9767761,Jackie Allen,Admit It
TRMMKHJ12903D0354E,4819580,New Monsoon,African Rain
TRMMKIG12903CEF0AA,632271,Nestor Torres,Luna Latina
TRMMKBR128F9302799,9022077,Heads We Dance,Dial 481
TRMMKAR128EF3431B1,5714878,Ayọ,Without You
TRMMKDG128F4275AE1,7932407,Kudai,Disfraz
TRMMKPO128F92CCE72,587142,The Neckbones,64 Days
TRMMKJK128F4258BBC,8216899,T-Spoon,A Part of My Life
TRMMYQW128F42A258E,3344346,Iron Sy,La Faucheuse
TRMMYMN128F930E7F2,5390942,Fireflight,Something New
TRMMYXN128F422AAFF,8747116,Kaiser Souzai,Gaia
TRMMYEQ128F145DB07,913712,Paul Westerberg,Born for Me
TRMMYCN128F92F6746,5056949,Charles Mingus,He's Gone
TRMMYNB12903CC9D56,6284283,Gibonni,Oprosti
TRMMYAV128E0784E2F,1677296,Fabolous,Not Give a Fuck
TRMMYWG128F14590F3,2739991,Les Négresses Vertes,Sous le soleil de Bodega (extended)
TRMMYEK128F147BDF1,838937,Agent Orange,Pipeline
TRMMYQZ128F9326055,1229208,Scorpions,Leave Me
TRMMYPQ12903CDAB36,9663328,Factums,Soundhole
TRMMYTW128F92FE1B2,9166055,Jesper Kyd,Trouble in Jerusalem
TRMMYNY12903CBAACE,10134418,Marek Hemmann,Left (feat. Fabian Reichelt)
TRMMYAK128F932D55A,2928033,Joni James,How Important Can it Be
TRMMYKG12903CD45DA,4324768,Margo Guryan,What Can I Give You
TRMMYVL12903CD0B30,1178631,Michael W. Smith,Jingle Bells
TRMMYTK12903CE7E52,5741800,Jon O'Bir,Effectual (Activa re-edit)
TRMMYRR128F931E1F4,2250540,Marcus Miller,Could It Be You
TRMMYXD128F423C231,3618077,Ray Charles,Get on the Right Track Baby
TRMMYVI12903CB573B,1487820,Cameo,She's Strange
TRMMYUD128F4256B42,4942732,Endstand,King of Drama
TRMMYWL128F92D1598,1116873,John Coltrane,I Want to Talk About You
TRMMYVX128F425A3BD,1950053,The Coral,Why Does the Sun Come Up?
TRMMYLC128F9304D4F,7546026,Andomat 3000,BND2
TRMMYPS128EF3671F5,6207446,No Turning Back,Sick and Tired
TRMMYFS128F427F042,4966225,Travel by Sea,Desert Comes Alive
TRMMYLM128F42AC3E8,4163674,Diego el Cigala,Malagueño
TRMMYON128F933DC08,5796934,Nitty Gritty,Gimme Some of Your Something
TRMMYBP128F934B474,2519811,Cattle Decapitation,Men Before Swine (Outro)
TRMMYKK128F9361754,3474098,83,La Charge
TRMMYVC128F1453153,2358760,Wayne Watson,Would I Know You
TRMMYPY128F4299371,7889474,The Koobas,Gold leaf tree
TRMMYBG128F92F907B,6233180,Kerry Livgren,How Can You Live
TRMMYJR128F92F85E4,563530,Tuff,Follow the Loser
TRMMYGV12903CA25F3,9665448,Organized Konfusion,Sin
TRMMYYO12903CFF0EF,1825018,Grave,Rise
TRMMYCS128F92D0F52,4087570,Yotoko,Heaven and Earth
TRMMYSD128F9326CF4,1365999,The Exploited,Eyes of the Vulture
TRMMYUH128F9329AAC,1208708,Accessory,Souliner
TRMMYDA128F92F5552,7808696,Steven Wilson,Only Child
TRMMYEF128F92EAF33,9446454,Suburbs,Prolongation
TRMMYRF128F14744AA,1222378,Les Innocents,Joyeux Noël
TRMMYYW12903CC6F8C,5102299,The Kalendar Band,Lichtensteiner Polka
TRMMYXQ128F93093E1,7297914,Ayria,Infiltrating My Way Through the System (Exclusive mix)
TRMMYOF128F1495664,1179193,Gang Starr,Lovesick
TRMMYRA128F9340C78,6008237,Andre Nickatina,Heelz (feat. Equipto)
TRMMYHF128F4273E6B,2841370,Little River Band,Forever Now
TRMMYWC128F9338C47,3648488,Billy Fury,Give Me Your Word
TRMMYGT12903D0A037,1081418,Blind Guardian,Another Holy War
TRMMYRJ128F147B81E,6049271,The Association,Just About the Same
TRMWMHJ128E0787355,1746444,Morris Day,Love / Addiction
TRMWMHV128F4239383,5438372,This Providence,A Wolf in Sheep's Clothing
TRMWMMJ128F4241E5F,873336,Reset,A Matter of Rights
TRMWMBP128F9314D12,3667988,Fucked Up,Land of Nod (demo)
TRMWMZM128F9334413,1851922,Kitty Wells,Searching (for Someone Like You)
TRMWMBW128F932F641,7662366,Lenine,Lá vem a cidade
TRMWMYI12903CB86A9,7919820,Erika,I Don't Know
TRMWMES12903CF370B,5009443,Wig Wam,The Riddle
TRMWMPM128F9337B98,2591528,Willy Chirino,Somos
TRMWMPE128F930B92E,6199481,Luka Bloom,Change
TRMWMYE128F4255ED0,4475623,New Model Army,Brave New World
TRMWMTN128F427CE33,2362798,Stomy Bugsy,La Bug's Life
TRMWMYL128F92F20A1,7217680,The Clancy Brothers,Whiskey You're the Devil
TRMWMDF128E07913DA,3991317,Taproot,Forever Endeavor
TRMWMFW128F92CDF81,7522478,Ina Deter,Neue Männer braucht das Land
TRMWMAS12903CB89AC,6767296,Jasper van 't Hof,Neverneverland
TRMWMRU12903CFA5D3,7356996,Die Toten Hosen,Vater unser
TRMWMMU128F93218F2,7515246,Igneous Flame,Airottivia
TRMWMSL128F42592F8,9657391,The Headless Horsemen,Goodbye Love
TRMWMQB128F932267D,3961748,Her Space Holiday,The Good People of Everywhere
TRMWMKN128F4236D0E,1584327,Skalariak,Pide perdón
TRMWMCU128F92D886A,8680324,Guus Meeuwis,Denk ik alleen aan jou
TRMWMQX12903CC07B9,4432062,Thelma Houston,Don't Leave Me This Way
TRMWMIU128F92E72F9,1793487,2Pac,Lil' Homies
TRMWMSS12903CE8456,2268815,Chavela Vargas,Se me hizo facíl
TRMWMUJ12903D03888,9596951,Archie Bronson Outfit,Shark's Tooth
TRMWMGH128F92EF0EF,1567828,Solid Globe,North Pole
TRMWMHA12903CAD333,11118768,Lee Andrews & The Hearts,Long Lonely Nights
TRMWMFZ128F931ADE5,6581089,Relient K,12 Days of Christmas
TRMWMNS12903CDB228,3413267,Indukti,Freder
TRMWMFW128F14925E3,1392456,Zap Mama,Mupepe
TRMWMGY128F4229F98,12467791,The Riptides,Subway Surfin' 2
TRMWMBF128F9336FCA,3975738,The High Dials,Winter Ghosts
TRMWMIG128F92E3650,8486810,Speech Debelle,Finish This Album
TRMWMNE128F92E744B,745430,Vanessa Williams,2 of a Kind
TRMWMAG12903CDB39D,1811168,Robert Pete Williams,Railroad Blues
TRMWMPW128F1464B39,5063557,Poison,Look What the Cat Dragged In
TRMWMEN128F934F65F,3758105,Bruce BecVar,Mystic Echoes
TRMWMBB128F92F48EB,8541228,Therion,Grand Finale
TRMWMFY128F93225E8,3180146,Truth Enola,Everything Gonna Be Alright
TRMWMSG128F426474E,2997600,The Exies,Dear Enemy
TRMWMYB128F14993B7,7915536,Hank Jones meets Cheick-Tidiane Seck and The Mandinkas,Walidi Ya
TRMWMAY128F42895B1,10063513,Eddy Arnold,Make the World Go Away
TRMWMRC128F92F64CC,1746421,Amy Winehouse,Fuck Me Pumps
TRMWMTW128F92DFD5F,2499403,Polly Paulusma,Over the Hill
TRMWMAF12903CB601E,5651984,Katrina and the Waves,"River Deep, Mountain High (Unreleased)"
TRMWMCI12903CEF39E,8753255,Reigning Sound,Call Me
TRMWMGP128F4264ED5,2417537,Greg Adams,5 O'Clock Somewhere
TRMWMFL128F4277A9D,7574507,Udo Lindenberg,Wenn du durchhängst
TRMWWOI128E0790132,6726003,Commodores,Come Inside
TRMWWTE128F422AF1B,7372900,All Shall Perish,Promises
TRMWWPO128F426BBD1,3611075,Waking Ashland,October Skies
TRMWWXU128F92D2BAB,8907441,? and the Mysterians,Hangin' on a String
TRMWWLL128F9345681,8692715,Whitney Houston,Like I Never Left (feat. Akon)
TRMWWEO128F933B6EB,2270547,The Tossers,Litigation
TRMWWZA12903D114A8,2896724,Susana Seivane,A Cotula
TRMWWKL128F92FC54C,1449255,Dean Evenson,River of Dreams
TRMWWDP128F427D6BF,2949590,Kieran Goss,Take a Look at My Heart
TRMWWWE128F423EDB6,879211,Gorky's Zygotic Mynci,Cân Megan
TRMWWDP128F423DCE2,5830853,Vana,Gatinha Sabidinha (Wise Little Cat)
TRMWWRD128F92F12D9,2927683,Jack Greene,All The Time
TRMWWFW128F42430B6,8157057,Finn's Motel,Universal Hum
TRMWWBD128F92CA324,7576746,Brooklyn Bounce,Get Ready to Bounce Recall 08
TRMWWWD128F42414B0,6382989,Ottmar Liebert,Sapo (Old Man Nods His Head)
TRMWWET128F93272BE,8711024,Lenny Dee,The Dopest Thing of My Life
TRMWWQC128F1495ABB,3192650,João Gilberto,Sampa
TRMWWEF128F424ACBB,6065622,Andrew ''Jr. Boy'' Jones,I Got a Stick
TRMWWRG128F14B0BFB,732116,Eden's Bridge,Catching the Breeze
TRMWWZD128F9341047,3030934,Ol' Dirty Bastard,Ol' Dirty Bastard (Interlude 1)
TRMWWYR12903CF86C7,6210788,Johan Gielen,Dreamchild
TRMWWZJ128F14612A3,1039942,Burning Spear,Farover
TRMWWXE128F92D2421,7339382,Saving Abel,Drowning (Face Down)
TRMWWLB128F4274633,869558,Peter Tosh,Pick Myself Up
TRMWWEJ128F931BFCB,4396460,Guaco,Pastelero
TRMWWCL128F42944F4,1369636,Wellwater Conspiracy,The Scroll
TRMWWQE128F4295BF0,6110829,The Red Jumpsuit Apparatus,Face Down (acoustic)
TRMWWBZ128F93009E5,7669640,Desorden Público,Gorilón
TRMWWMZ128F14A2FBD,4060714,João Gilberto,O Pato
TRMWWXC128F92FB10F,8368866,Patsy Cline,I've Loved and Lost Again
TRMWWHD128E0787D39,782885,New Order,Sub-culture
TRMWWXS128F92F8B73,5682921,Mischa Daniëls,Run Away
TRMWWLP128F42ADF15,3698341,Kane,Dreamer
TRMWWVO128F9310D93,2557037,Ron Carter & Jim Hall,I'll Remember April
TRMWWBJ128F14A21E8,2331007,Claw Boys Claw,Probably
TRMWWSL128F92E6D25,7162627,Kataklysm,Prevail
TRMWWAE12903CDA09F,2310668,Kite Flying Society,Breathe
TRMWWMF128F426AFDA,1246504,Jean-Louis Murat,Les Hérons
TRMWWVL128F428BC6C,1767168,Hanson,Strong Enough to Break
TRMWWHU12903CADD58,9064936,Cab Calloway,Foo a Little Bally-Hoo
TRMWWFJ128F9325CEE,7637108,Horse Feathers,Curs in the Weeds
TRMWWHN128F426758F,4422661,Atlanta Rhythm Section,Spooky
TRMWWDA128F42853D7,2694401,Mystikal,Hypno
TRMWWKP128F92F98FC,675777,Bruce Dickinson,Taking the Queen
TRMWWQS128F93075F1,2164431,La Rue Kétanou,Sao Loucas
TRMWWST12903CDDFF4,6204391,DNA,Ketama Sunset
TRMWWYV12903CDBC38,6998732,Richard Wagner,Die Walküre: Wotan's Farewell and Magic Fire Music
TRMWWUZ128F423EA77,1145091,Modern English,Life in the Gladhouse
TRMWWAZ128F92EB3B9,7977322,Lemar,Fall Over
TRMWWZT128F42483D4,3102520,Jughead's Revenge,Silver Spoon
TRMWWDK128F426FBF6,1459928,Klaus Badelt,Under Covers
TRMWWOG128F9312B0F,7442072,Wayne Newton,Years
TRMWWEC128F427C404,2281261,Jim Bryson,Mean Streak
TRMWWLP12903D1585F,2990463,João Gilberto,Lobo Bobo
TRMWWTL128F9354CC1,8376147,General Elektriks,Raid the Radio
TRMWWDG128F9328575,4562397,Vince Guaraldi,The Love of a Rose
TRMWWZT128F934252D,9441971,Joachim Garraud,The Answer (Dabruck and Klein remix Extented)
TRMWWAB128F4293447,6185781,Phonique,One Love (feat. Rodney Hunter)
TRMWGSU12903CE5AFC,12248248,Linda Hopkins,My Loving Baby
TRMWGBQ128F4281BED,4906403,The Quartertones,Hands UP
TRMWGCX128F422DFBF,2544466,The Crabb Family,Through The Fire
TRMWGQN128E07895F4,3204059,Doves,Snowden
TRMWGHF128F4238901,584165,The Van Pelt,His Steppe Is My Prarie
TRMWGWX128F92F84A7,7933447,Lou Christie,Lightning Strikes
TRMWGOO128F92D88BD,2756254,Johannes Linstead,Ritmo de Amor
TRMWGOZ128F4276107,2831909,Sam & Dave,Don't Waste That Love
TRMWGYI12903CA5B37,9350631,Mount Kimbie,Taps
TRMWGWP128F93153C1,2481547,Sonny Terry & Brownie McGhee,That's Why I'm Walking
TRMWGNR128F42660B4,5997525,Pierpoljak,Le Touriste à Babylone
TRMWGXY128F92E7CE4,6704699,Kilo,Golden Rule
TRMWGKC128F4262582,592365,Pennywise,Peaceful Day
TRMWGOJ128F9324E33,8513764,Heather Headley,Simply Redeemed
TRMWGCR128F14A6BBF,2382185,Hacienda,Late Lounge Lover
TRMWGKK128F429040C,6063523,Marc Romboy,Body Jack (Tommie Sunshine remix)
TRMWGRB128F92CFFD1,6432916,Bobby Darin,At the Crossroads
TRMWGLL12903CB4A81,3489531,La Costa Brava,Nada más
TRMWGQK12903D01959,736289,The Gathering,Frail (You Might as Well Be Me)
TRMWGQZ128EF3645D5,3307722,Mystery Train,Come on Back to Me
TRMWGSY128F4231DC6,5555086,Seth Lakeman,The Punch Bowl
TRMWGWA128F14A79CE,5463633,Gazpacho,Eleva
TRMWGKC128F92D123E,1088021,O.V. Wright,Since You Left (These Arms of Mine)
TRMWGQY128F42188D2,8347961,Camané,Bicho de conta
TRMWGND128F424FA51,6731182,Lopazz,Play In My House
TRMWGJH128F933FB0B,4440179,The Sim Redmond Band,D-Fumo
TRMWGZQ128F426901B,5502897,Show of Hands,Scratch
TRMWGTN12903CB1367,7506246,Bloody Dead and Sexy,Fingers
TRMWGNE128F4262605,4076667,Yellow #5,Bad Girl
TRMWGWL128F4271786,2929631,Carmen McRae,The Christmas Song (Chestnuts Roasting on an Open Fire)
TRMWGSE12903CE9271,6417023,Love Unlimited Orchestra,Freeway Flyer
TRMWGMH128F92CFB22,2323627,Alceu Valença,Rouge Carmin
TRMWGID128F9313B8D,6754713,Working for a Nuclear Free City,Heaven Kissing Hill
TRMWGIH128F92D734F,12428574,Carrie Newcomer,Sounds of the Morning
TRMWGZQ128F4223DB2,5543985,Grayson Capps,Cry Me One Tear
TRMWGCP128F145841D,9342867,Maxi Priest,Wild World
TRMWGJR128F42B0CE8,5151299,Samuele Bersani,Una delirante poesia
TRMWGKM12903CCE78B,3987319,Michael Jackson,Happy (Love Theme From 'Lady Sings the Blues')
TRMWGLI128F4246F58,5477340,Marco Ferradini,Autobus
TRMWGYG128F423F37E,1917128,Richard Thompson,The Dune Ship
TRMWGZR128F14ACCC6,8540421,Cliff Eidelman,No More Seances
TRMWGRM128F9328AE1,2849227,The Arrogant Sons of Bitches,Meatheads Attack Spencer at 9
TRMWGSZ128F14ADEA4,2697495,Charlie Peacock,Monkeys at the Zoo
TRMWGKL128F426D8A1,5572172,Septembre,(Face)
TRMWGUT128F92E85B6,1744410,Eric Idle,The Randi
TRMWHOA128F934C3C2,8098148,Cannibal Corpse,Evidence in the Furnace
TRMWHTT128F92ED81D,8901817,Andrew Weatherall,Stalker
TRMWHYO128F9314AB7,6029636,Dolorean,Beachcomber Blues
TRMWHTC128F147C57D,4162403,Sean Paul,We Be Burnin'
TRMWHCX128F4255527,8079528,Wilson Pickett,"Call My Name, I'll Be There"
TRMWHCF128F423EA0D,1119422,The Charlatans,Floor Nine
TRMWHEF128F149DB52,2601936,The Statler Brothers,We Got Paid by Cash
TRMWHRI128F147EA8E,9460701,The Fevers,Orgulho Não Leva a Nada
TRMWHNF12903CA7209,6398968,Pillar,Let It Out
TRMWHBZ12903CC9B29,9705366,Dum Dum Girls,Baby Don't Go
TRMWHAJ128F92D03DA,5531921,Julie Collings,All Else
TRMWHOF12903CCCB02,4538060,Ola Magnell,Änglar finns
TRMWHRP128E078BE6F,7577225,The Aqua Velvets,Nomad
TRMWHZI12903CED789,4159580,Robert Owens,Never Too Late (Essence vocal mix)
TRMWHZB12903CCA3C4,4004034,The Newtown Neurotics,Agony
TRMWHMY128F9330215,2692552,Airiel,Swimming Through Us
TRMWHIN128F92F4773,3563461,Raymond Lefebvre,Le gendarme de Saint-Tropez : Douliou-douliou Saint-Tropez
TRMWHAA128F93078B2,7936398,caUSE co-MOTION!,I Lie Awake
TRMWHKQ12903D0FA74,9339868,Dag för Dag,Animal
TRMWHTI128F93425AF,1410794,Ricardo Arjona,Libre
