tid,mxm_tid,artist_name_mxm,title_mxm
TRMWIZG128F1492851,6152325,The Shadows of Knight,The Behemoth
TRMWIVG128F932A372,9177435,Arthur Gunter,Baby Let's Play House
TRMWIPV12903CB0428,5881442,Jake Shimabukuro,Heartbeat/Dragon
TRMWIBR128F428EE8D,3626543,Steve Miller Band,Don't Let Nobody Turn You Around
TRMWIUS128F425BDEB,7663445,Heidi Talbot,Parting Song
TRMWIDV128F92E3E03,8467809,Beck,Outcome
TRMWIKC128F9302A10,7256676,mc chris,Falynn
TRMWIFN128F42A6663,3311226,Aiden,Pledge Resistance
TRMWIER12903CB5054,2129792,Madvillain,Rainbows
TRMWIYV128F92CC668,7954126,City and Colour,The Girl
TRMWIMN128F934F65D,3758104,Bruce BecVar,The Play of Life
TRMWAPM128F145435A,1174016,King Tubby and Soul Syndicate,Leaving Babylon Dub
TRMWAYX128F93221A4,4184021,Ivana Santilli,Dancin'
TRMWAZJ128F4259CCC,3794094,The Clash,Up in Heaven (Not Only Here)
TRMWAAH128F93562BE,8634543,Fukkk Offf,I Give You Bass
TRMWAYY128F9330522,8171972,Monkey Business,Wedding Song
TRMWARR128F1451D78,2199018,The Bloodthirsty Lovers,Hardcore
TRMWAJB128F934125A,2744365,Chris Connor,A Good Man Is a Seldom Thing
TRMWAOD128F92F0C32,6612555,Dick Haymes,I Wish I Knew
TRMWAQR128F146C79C,4928267,Orson,Jessie
TRMWASE12903D0D174,9839992,Susana Seivane,Pasodoble de San Roque
TRMWAQP128F92D5D1A,1103985,The House of Love,Beatles and the Stones
TRMWAMP128F932109D,8259350,Camille Saint-Saëns,"Symphonie No.3 en ut mineur 'Avec orgue', Op. 78 - i. Adagio-Allegro"
TRMWAET128F42418CF,2277806,A Jealousy Issue,Psychology of Optional Experience
TRMWADO128F148FAB5,3600412,The Divine Comedy,Timestretched
TRMWAEI12903CECEAA,956256,Karan Casey,You Brought Me Up
TRMWAUP12903CF1563,9395124,Roj Stevens,Attainment of the Final Key
TRMWAJV128F9330D0F,1269882,Fettes Brot,Rock Mic's (remix)
TRMWAWM128F92DED7D,7624251,Tahiti 80,Unpredictable
TRMWANG12903CA9CD7,8927084,Major Lazer,Keep It Goin' Louder (feat. Nina Sky & Ricky Blaze)
TRMWABI128F4223057,1164405,Adam Schmitt,More of the Same
TRMWAOJ128F92E717F,7341588,Bubble Puppy,I've Got to Reach You
TRMWAHN128E078C5B4,7583060,Yölintu,Tää on rankkaa
TRMWAYQ128F14A9142,1313650,The Roches,Hammond Song
TRMWASH128F4268A6A,2583849,Denez Prigent,Gwerz Kiev
TRMWAJM128F9303EB0,7114348,Ihsahn,Misanthrope
TRMWATN12903CB6550,3002180,Der Plan,San José Car Muzak
TRMWALE128F42A47EB,6533961,Ana Belén,Qué malo eres
TRMWAFV128F1467D26,1474229,Alain Souchon,Dandy
TRMWAXK128F4230CE0,1570013,Damon & Naomi,The Mirror Phase
TRMWABD128F425FC39,2447728,New York Dolls,Don't Start Me Talking
TRMWANO12903CB5739,6955524,Cameo,Intro (Live)
TRMWARJ12903CCCEC0,9693066,Joe Maphis,Guitar Rock 'n' Roll
TRMWAAY128E0784B27,3979197,The Benjamin Gate,Lift Me Up
TRMWAMV128F1470447,4273637,Suicide,Dominic Christ
TRMWNXE128F92D1565,2602300,Al Green,Where Love Rules
TRMWNIU128F425FA11,8462835,Jacques Dutronc,J'comprends pas
TRMWNHK128F423AB31,4228817,Thirsty Merc,Like Snow
TRMWNZN12903D04564,1146091,Nesian Mystik,A Brief Reflection
TRMWNHM128F92E3852,9985442,'Cripple' Clarence Lofton & 'Red' Nelson,Streamline Train
TRMWNQF128F4280648,3932306,David Johansen,Kickin' the Gong Aroung
TRMWNYQ12903CFFA63,1385659,The Flower Kings,Solitary Shell
TRMWNNF128F422C165,764749,John Michael Talbot,Be Not Afraid
TRMWNVL128F428B4E9,4940424,Joan Manuel Serrat,El cigarrito
TRMWNFA128F4287C6C,11279129,Juliette Gréco,Fleur d'orange
TRMWNLH12903CE0B77,12362633,Peggy Lee,I Only Have Eyes for You
TRMWNJY12903CB679F,12232062,Joe Crepúsculo,Noche eterna
TRMWNLK12903D00F03,9436992,Miley Cyrus,Obsessed
TRMWNOY128F1492234,1533480,Zhané,For a Reason
TRMWNXN128F4280063,6586618,Korn,Break Some Off
TRMWNHJ128F423481B,6345644,Conjunto Primavera,La flor de mis primeros años
TRMWNBI128F933D265,573306,Jerry's Kids,Build Me A Bomb
TRMWNTT128F93264EE,2758936,Wrangler Brutes,Shit Search
TRMWNPC12903CB1B36,6523177,Jeremy Fisher,Scar That Never Heals
TRMWNRZ128F9300BC7,8950983,Hilary Stagg,Forever
TRMWNVK12903CF9F27,2006888,Damien Dempsey,Apple of My Eye
TRMWNAE128F423126E,7321657,Roger Cicero,König von Deutschland (live)
TRMWNVK12903CC39AA,8345683,Mario Lanza,Silent Night
TRMWNHM128F9335CA2,4549991,Man Man,Van Helsing Boombox
TRMWNSM128F426456E,709383,Billy Gilman,I Wanna Get to Ya
TRMWNQH128F4257371,7876231,Above the Golden State,The Haunting
TRMWNOO128F9309A56,8204364,The Killers,Smile Like You Mean It
TRMWNLM128F423B285,6385578,Lendakaris Muertos,El último txakurra
TRMWNNM128F42985FD,3984996,Tom Robinson Band,Number One Protection
TRMWNTT128F42828DA,6968833,We Are Scientists,"Nobody Move, Nobody Get Hurt"
TRMWNTU128F934B5B4,3712444,Gorerotted,Horrorday in Haiti
TRMWNJP128F930D863,5627751,Celtic Woman,Panis Angelicus
TRMWPSK128F4295DE6,6882812,Big John Patton,Ain't That Peculiar
TRMWPZL12903CD44D1,7409095,Andrew Spencer meets Blue Nature,I Need A Hero
TRMWPPJ128E0799481,3126851,New Edition,Feelin' It
TRMWPDF128F9302FDA,2078020,Tasmin Archer,You Made a Fool of Me
TRMWPWP128F422782B,7970477,The Bats,North by North
TRMWPWK12903CBB33D,7779647,Nikita,Eterna Divina
TRMWPDB128F14A2EBC,2230280,Y & T,Don't Wanna Lose
TRMWPMP128EF34BCC6,6055575,Robert Rodriguez & Graeme Revell,Hospital Epidemic
TRMWPIA12903CB413B,13256765,Oesch's die Dritten,Ich lieb die Berge meiner Heimat
TRMWPIL128F42A04B2,3443608,Desperado,Csak egy perc
TRMWPLP128F4278D72,3938433,Alex Party,U Gotta Be
TRMWPLZ128F932EC0C,4363300,Miles Davis,You Don't Know What Love Is
TRMWPTX128F92F4459,8102150,Kristy Lee Cook,Baby Believe
TRMWPSF128F93277BE,1660139,Hausmarke,Check in
TRMWPKX128F9347160,4338009,Ha-Ash,Ya No (Dueto con Kalimba)
TRMWPME128F148B52F,2090288,The Roches,You (Make My Life Come True)
TRMWPYE128F424BCA7,3621124,South Froggies,Jazzion (feat. Alan)
TRMWPUQ128F92FF007,7870679,Kites,"Bike Ride, Part III"
TRMWPGG12903CB537E,4792464,Rip Rig & Panic,Take a Don Key to Mystery
TRMWPBP128E0794AC6,3141556,Declan Galbraith,Amazing Grace
TRMWPUY12903CFB6D4,5605344,[ingenting],Re:re:re
TRMWPPQ128F146A95C,8738925,Oxmo Puccino,Quand j'arrive
TRMWPNK128F93471E5,6794284,Beach House,Home Again
TRMWPMH128F1471315,5153040,Less Than Jake,The Rest of My Life
TRMWPWK128F92D1B63,4951197,Debby Boone,I'm So Lonesome I Could Cry
TRMWPOP12903CC51A8,1165377,Wes Cunningham,Gone
TRMWPZW128F42514E9,566828,Clarence Fountain,Where Jesus Is
TRMWPCM128E07966AC,3975181,Trey Songz,All the Ifs
TRMWPBQ12903CAF710,8870608,The Heavy,What You Want Me to Do?
TRMWPVA128F421BE5A,6948515,The Feeling,Spare Me
TRMWPIB12903CF5545,7007481,Abrasive Wheels,Burn 'em Down
TRMWPTG128F4228DAF,2424395,Charlie Haden & Egberto Gismonti,Don Quixote
TRMWPWX128F92EC3C0,1558111,Melotron,Lilienthals Traum
TRMWPAC128F93260C6,1659984,Kevin Ayers,Star
TRMWPZP128F425769F,651536,Ultra Bide,(instrumental)
TRMWPFM128F1465B8D,4217783,Gilbert Bécaud,Mourir à Capri
TRMWPTV128F1469215,6625847,The Cure,I'm Cold
TRMWPPX12903CC56D6,6003314,The Lionheart Brothers,Hero Anthem
TRMWPLE128F931C12B,7878597,Zero dB,Anything's Possible
TRMWPKR128F92DB05C,7165756,Nueva Vulcano,Predominio del Sol
TRMWPZL128F9307E39,2254534,IQ,Wintertell
TRMWPRY128F425A387,1833317,Faster Pussycat,Body Thief
TRMWPCS128F92F98D2,9559502,Florence and The Machine,Drumming Song
TRMWPWQ128F4264E15,2232785,Regina Belle,Good Lovin'
TRMWTCD12903CE7F6D,8757037,Vivian Girls,I Have No Fun
TRMWTAS128F429A671,3927348,Yulduz Usmanova,Dilorom
TRMWTPN128F425FB9B,1384232,George Ducas,I'm Pretending
TRMWTYJ128F92EA054,772491,Pat Woods,Rose of Mooncoin
TRMWTUP12903CF480A,921513,Travis Tritt,No Vacation From the Blues
TRMWTRS128F421CCDD,6844365,The Envy Corps,Party Dress
TRMWTGK128F425D523,1304316,Oscar Lopez,Guitarras From Heaven
TRMWTPB128F4237781,3269795,David Bromberg,Sheebeg and Sheemore
TRMWTYX128F4296CC0,2936316,Joachim Witt,"Mein Schatten (Na, na, na, du Bandit, du)"
TRMWTKY128F14A0256,1078902,Jan Wayne,Dein ist mein ganzes Herz
TRMWTOL128F425A52C,1587976,Spiritualized,I Want You
TRMWTCK12903CBDA3C,5830023,Lutan Fyah,Keepin It Straight
TRMWTXM128F423CC76,2885644,Sam Phillips,Your Kindness
TRMWTLQ128F92EA0F0,8164646,These Are Powers,Adam's Turtle
TRMWTKA128F92FEF02,8737768,Throw That Beat In The Garbagecan!,Mummy Mummy
TRMWTBM128F93265CA,3316526,To Separate the Flesh From the Bones,The Final Extinction
TRMWTYA128F145AC6E,7011165,Wayne Newton,Red Roses for a Blue Lady
TRMWTMY128F149402B,2937217,Sizzla,Sound the Trumpet
TRMWTVB128F4249422,5160426,Waylon Jennings,Abilene
TRMWTRJ12903D00134,9695077,Adriana Evans,Suddenly
TRMWTYP128F4292300,1040069,Marc Anthony,Un Mal Sueño
TRMWTBO128F42647F5,8457205,The Flying Burrito Brothers,Take a Walk on the Edge
TRMWTDB128EF367136,823190,Eugenius,Wannabee
TRMWTQS128F92C69F2,3010739,2Pac,Let's Get It On
TRMWTDS12903CDA1D0,9610578,Gabriel Batz,Lejos De Ti (original mix)
TRMWTDK128F4263CD1,849082,Sweetback,Sensations
TRMWTPZ128F4290FB0,3450665,Demon Boyz,Vibes
TRMWTKD128F425EFE8,565412,Michael Convertino,James & Sarah
TRMWTSV12903CC4610,8394096,Fond Of Tigers,A Long Way to Temporary
TRMWTVY128F9322DBC,745347,Ween,Falling Out
TRMWTVN128F92E30FA,3993371,Tokyo Rose,Phonecards and Postcards
TRMWTLK128F429B84E,5765276,Joan of Arc,Many Times I've Mistaken
TRMWTYD128F14A0BDE,6311167,Naoki Kenji,Destination Earth
TRMWTWS128F935A5D9,10219880,Elizabeth Fraser,Moses
TRMWTHT128F42469D1,5917194,Hydrogyn,Vesper's Song
TRMWTDC128E079603E,2100657,Los Rodríguez,Una Forma de Vida
TRMWTDT128F9341FB2,3583690,Foo Fighters,DOA
TRMWTBL128F42ACFCA,2141296,Urban Species,Blanket (feat. Imogen Heap)
TRMWTKD12903CDD7C3,11316136,Solarstone,Electric Love
TRMWTLR128F4215D72,2103169,Ensemble PAN,Qui n'a le Cuer
TRMWTGN128F9340FA7,4766071,Ricochet,The Star Spangled Banner
TRMWTKR128F427AD6C,1777597,Hell on Wheels,Oh My God! What Have I Done?
TRMWUCE12903CA1B48,4657528,Galadriel,Standing in the Rain
TRMWUWM128F930C507,2315210,Misconduct,Suffer
TRMWUBG128F425BC3D,8071194,Tiga,Far From Home
TRMWUEU128F425702B,2440732,"Lee ""Scratch"" Perry",Economics Crisis
TRMWUVA128F423EE9F,2779497,Devendra Banhart,"Wake Up, Little Sparrow"
TRMWUKS128F421D89B,1908102,Frank Reyes,Nada de Nada
TRMWUGJ128F422F160,1281345,Blood for Blood,She's Still a Bitch (Called Hope)
TRMWUYA128F4257B4D,2613685,The Strawbs,The Battle
TRMWUWA128F92F8EE3,8901932,The Paragons,Island in the Sun
TRMWUWQ128F428BDD9,2783794,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)
TRMWUYB12903CFA28B,11159025,Spor,Kaori
TRMWUQB128F42AD6AF,5015724,Mason Jennings,Some Say I'm Not
TRMWUZW128F42A03B9,6659465,Remi Nicole,Go Mr. Sunshine
TRMWUYM128F4292EE4,3487463,Secret Sphere,Dance With the Devil
TRMWUOI128F9315864,6384535,Two Hours Traffic,Stuck for the Summer
TRMWUGC128F92F9E91,8814798,Mary McBride,Weathervane
TRMWUZD128F92FEBE6,841569,Uncle Tupelo,Acuff-Rose
TRMWUES128F932411F,8554119,Jan Van Bass-10,Behind Blue Eyes (Megastylez remix)
TRMWUJJ128F421EBEF,590790,Crowbar,I Have Failed
TRMWUXD128E0794FA9,3099958,Sting,Englishman in New York
TRMWUCP12903CABA06,5484493,James Blood Ulmer,Church
TRMWUOP128F145E873,4727048,Lifer,Not Like You
TRMWUFH128F4258D20,6463131,X,Movin' On
TRMWUUP12903CFF7CE,1642942,Krisiun,War Ritual
TRMWUDL128F930B119,3069185,Neikka RPM,Feel Your Soul (Manufactura mix)
TRMWUJS128F427E066,5685542,Luis Alberto Spinetta,Flecha zen
TRMWUPT128F42835E8,6275252,Somadrone,City Light Driver
TRMWUYJ128F930FF5D,2343452,Howard Shore,A Mysterious Truth
TRMWULR128F42369A0,13747533,The Insyderz,"Oh Lord, You're Beautiful"
TRMWUZB128F425A33F,686758,Clannad,Banba Óir
TRMWUEO128F92DCE8D,2327099,Franco de Vita,Que no Muera La Esperanza
TRMWUTR128F930CEA7,8331114,Derek Sherinian,The Lone Spaniard
TRMWUVG12903CD43B9,3705865,Shpongle,Schmaltz Herring
TRMWUUQ128F92D5F3D,1720122,Nurse with Wound,Tickling That Great Pudarkus in the Sky
TRMWUZZ12903CEE0F3,11322441,Devlin,Reality Is Sinister
TRMWUPH128F425B454,2739420,Ruins,Vrresto
TRMWUDH128F42767C7,3208524,Lewis Black,Halftime '04
TRMWUTK128F429E0FC,7927584,Stan Van Samang,Shades
TRMWUZA128EF342FFE,5921963,Poems for Laila,Willy Poor Boy
TRMWLCE128F42A23BE,5839290,Deepface,I Want to Live
TRMWLIF128F42702C7,731443,Our Lady Peace,Under Zenith
TRMWLYF12903CD3617,9564131,Rotting Christ,...Pir Threontai
TRMWLQE128F9315109,1845560,Princess Superstar,Affirmative Action
TRMWLPH128F4223220,5564380,Company B,Fascinated (club mix)
TRMWLYY128F147203B,3982623,Filarmónica Gil,É Só Por Isso
TRMWLDV128F428719D,1873621,The Smithereens,Now and Then
TRMWLVL128F429B66E,6352700,BarlowGirl,Keep Quiet
TRMWLPD128F9328533,9042696,Pop Noir,In Like a Lion
TRMWLZK12903CF63C3,2325237,Lara Fabian,La différence
TRMWLPT128F92D2254,2292494,Philip Jeck,Demolition
TRMWLXJ128F429B040,1734566,K.T. Oslin,Mexico Road
TRMWLPE128F932904E,3045446,Eminem,My 1st Single
TRMWLZV128F9301568,1053263,Charlie Haden Quartet West,Sunday At The Hillcrest
TRMWLQJ128F428B86A,3100083,PlantLife,Got2get2gether4luv
TRMWLTN128F92EBB21,7848025,Countach,Hey Blue
TRMWLPM12903CB5174,6113763,Dennis Ferrer,Touched the Sky (feat. Mia Tuttavilla)
TRMWLMA128F4278565,5213047,Charlottefield,Again
TRMWLWK128F4257A14,9653679,Jorge Ben,Espero Por Você
TRMWLLC128F423CB79,3460898,Prince & The New Power Generation,Nothing Compares 2 U (live)
TRMWLMN128F92F22B5,6695539,Deana Carter,On the Road Again (feat. Willie Nelson)
TRMWLTG128F92FCFE9,9115402,Bonafide,Sicker Than I Think
TRMWLZJ128F1458797,782852,The Grid,Instrument
TRMWLOA128F9341CD6,3618575,La Sonora Santanera,Estoy Pensando En Ti
TRMWLFT128E0792062,1378765,The Revolution Smile,The Ride of Los Angeles
TRMWLCO128F92D236E,660367,Moss Icon,Moth
TRMWLQS128F429E10D,7927577,Stan Van Samang,Scars
TRMWLAK128F4299B3F,1064786,Fairground Attraction,Allelujah
TRMWLXX128F4260DBA,7216674,Marc Broussard,Y'all Ain't Ready
TRMWLPL128F4251C39,3339596,King Kurt,Kneebone Knock (live)
TRMWLTC128F9316625,8401505,New York Dolls,This Is Ridiculous
TRMWLRQ128F9302482,6335805,2 Player & DJ Vadim,White Painted Roads
TRMWLMM128F4284D6E,4060003,2nd II None,Whateva U Want (feat. AMG & James Debarge)
TRMWLTO128F92F2C21,2948199,The 411,China Girl
TRMWLXZ128F931F979,9322471,Rocío Dúrcal,Dejame Vivir
TRMWLDA128F42831FF,9771093,Ed Bruce,You're the Best Break This Old Heart Ever Had
TRMWLED128F93319B7,1616133,Articolo 31,Solo per te
TRMWLOW128F933BD30,3398095,Vital Remains,Divine in Fire
TRMWLOH128F4263E41,1524789,A Tribe Called Quest,The Night He Got Caught
TRMWLZF128F93490BF,4256155,Hans Alfredson & Tage Danielsson,Hyrkuskens berättelse
TRMWLZM128F9315CEF,8105239,Spezializtz,Unaufhaltsam (feat. Samy Deluxe)
TRMWLYY128F933B1D0,8264735,Cosmic Gate,Flatline (feat. Kyler England)
TRMWLRS128F427D23D,764620,Michele Zarrillo,L'elefante e la farfalla
TRMWLZA128F42626FC,1007673,Jawbreaker,Ashtray Monument
TRMWLUT128F4290F33,5761471,Marc et Claude,It's All for Love (Erik Vee remix cut)
TRMWLES128F427D771,12301545,Pearl Jam,"Push Me, Pull Me"
TRMWLUW128F9323CF9,7032838,Giuliano Palma & The Bluebeaters,Show Me the Way
TRMWLIP12903CF08D1,1814712,Kinski,That Helmut Poe Kid's Weird
TRMWLAC128F429146F,3484055,Burnt by the Sun,You Will Move
TRMWEYO128F426677F,2977049,Fania All-Stars,Guajira
TRMWEWY128F934ED46,5657124,Darren Hanlon,Fun Park Fugitives
TRMWEGE128F42278A0,3695827,Sneaky Feelings,Better Than Before
TRMWEKK128F42A834B,2222237,Patricia Barber,I Never Went Away
TRMWEHK12903CB112F,5923389,dEUS,Pocket Revolution
TRMWEBZ128F92F922D,7705470,Genya Ravan,Love Is a Fire
TRMWEIT128F428D1E9,8362270,Magna Carta,No Place to Sleep (live in Bergen)
TRMWEBK128F4266986,2373481,Laura Nyro,Blackpatch
TRMWEDG128F932AC43,7137009,Gregor Tresher,A Thousand Nights
TRMWERR128F14905DA,7887636,Redd Kross,Ugly Town
TRMWEYX128F4260FC4,7039818,Soulphiction,Black Woman
TRMWEYP128EF3443B5,6988899,Miljoonasade,Auto
TRMWEHG128F427688B,4016934,Shannon McNally,Tennessee Blues
TRMWEQN128F931120E,4902759,Lou Reed,Big Sky
TRMWEPO128F931EE41,13153596,Peter Kruder,Before Night Falls
TRMWECC128F931EAB0,1275286,Peter and the Test Tube Babies,Tupperware Party
TRMWENX12903CF9085,818813,Sacramentum,Awaken Chaos
TRMWEJT128EF367606,6030494,Crime Mob,Rock Yo Hips
TRMWEFS128F42ACB44,1578438,Renato Russo,Cathedral Song
TRMWEOC128F9322C97,4019757,Red Hot Chili Peppers,Pretty Little Ditty
TRMWEAU128E0781F67,5408681,UB40,Nuff Love
TRMWEHU12903CAD88E,821504,The Georgia Satellites,Railroad Steel
TRMWEFZ128E078CF39,9384018,Firefall,Goodbye I Love You
TRMWEQM12903CEC59E,5334707,Gordon,Let It Be Me
TRMWEUR128F930004C,1073322,Chet Baker,Darn That Dream
TRMWEGB128F9319239,9004969,Johnny Foreigner,Criminals
TRMWEBJ128F931D025,8010727,Beyoncé,Work It Out
TRMWECK128F145F337,985238,Carlos Ponce,Déjate querer
TRMWEPL128F931721E,5036997,The Folk Implosion,Free to Go (edit)
TRMWEXQ128F92E187F,6970941,Jeff Samuel,[untitled]
TRMWERB128F146340F,2711484,Dare,King of Spades
TRMWEWG128E0796524,2626617,Mártires del compás,No vale la pena
TRMWEMW128F92D2AAD,3114364,Bros,Black and White
TRMWECT128E0783913,2275577,Ronan Keating,Baby Can I Hold You
TRMWEAV128F92D263B,6968408,Cómplices,La Milicia Cruél
TRMWEWJ12903CE8E51,7795922,Gwyn Ashton,Ball and Chain
TRMWECH128F429E65F,1579018,C-Rayz Walz,Battle Me
TRMWEGP128F427EC98,2120298,Tom Waits,Presents
TRMWEHU128F93391C1,8328770,Bow Wow,I Ain't Playing (feat. Trey Songz)
TRMWERE128F92EA2DD,824616,Slayer,Read Between the Lies
TRMWENE128F92E1B2A,2285071,Silverio,XXX
TRMWEDK128F92CE5F2,2258223,Thierry Hazard,Les Années Pop
TRMWEQZ128F4230B79,8279557,Peter Gelderblom,Waiting 4
TRMWEOA128E0785404,5056377,Helen Baylor,Helen's Testimony
TRMWEJQ128F93591DD,3710149,Chris Wall,Cowboy Nation
TRMWEQA128F42704A9,6913470,Sound Dimension,Less Problem
TRMWJHB12903C9E4DA,4933738,Die Doraus & Die Marinas,Fred vom Jupiter
TRMWJIU12903CDB401,12967979,Doug Kershaw,Take Me Back to Mama
TRMWJOR128F92CB567,3573408,Elvis Presley,Wonder of You
TRMWJES128F92D100D,6573197,Mark Eitzel,Firefly
TRMWJEM128F93148E0,1070715,Souls of Mischief,Secret Service
TRMWJFY12903CD9CEA,3483541,Édith Piaf,Les Amants
TRMWJJM128F42581F5,3792683,Transmission0,The Return
TRMWJPU128F4299A21,2324507,Econoline Crush,All That You Are
TRMWJOX128F932D666,4327076,Sam Champion,Texas Song
TRMWJFM128F4235893,5025426,NOFX,You Will Lose Faith
TRMWJQY128F930C82E,618853,Rita Marley,Harambe
TRMWJJG128F92F7E23,8092065,Soul Mekanik,Kolor Spektrum
TRMWJLZ128F92D08F7,5060772,Saxon,Wheels of Steel
TRMWJIV12903CE5AEF,6474766,Madlib,No Sitar (outro)
TRMWJWZ128E078332F,7534239,The Velvelettes,Season's Greetings From Motown
TRMWJAX128F92FC346,2160295,Zora Young,Learned My Lesson
TRMWJWZ12903CA45E2,1459087,Jah Cure,Vibes Man A Build
TRMWJOJ128EF363751,7074912,Grupo Miramar,Morir Contigo
TRMWJBS12903CEDD1F,3913620,Ritmo Dynamic,Calinda (club remix by Laurent Wolf)
TRMWJVV12903CC1AF6,12377692,Fletcher Henderson & His Orchestra,Have It Ready
TRMWJIY128F426A550,795220,Raekwon,Outro
TRMWJAR12903CBCC79,4078444,Smokie,Norwegian Girl
TRMWJHU128F1472E89,5763240,Los Pericos,Fronteras de América
TRMWJFH128F92E3441,1667155,Billy Joe Shaver,The Hottest Thing in Town
TRMWJNG128F148FC7E,852457,Blind Melon,New Life
TRMWJBA128E078FDD0,6739690,Jade Warrior,Moontears
TRMWJGO12903CC2526,5302269,Roses Are Red,Running Out of Time
TRMWJUV128F92EBB99,4755581,Texas Terri Bomb!,Raunch City
TRMWJTQ128F1497954,1386396,Now It's Overhead,Who's Jon
TRMWJGD128F14570E2,1951359,Helen Reddy,Ain't No Way to Treat a Lady
TRMWJVZ128E0789271,3103377,Astroqueen,I Go to Sleep
TRMWJVZ128F92F286D,6601197,Don Choa,Ne te tue pas
TRMWJEE128F423E4E9,3719329,Patience & Prudence,Gonna Get Along Without Ya Now
TRMWJQR12903CF8350,8876643,Alfredo Zitarrosa,Milonga de ojos dorados
TRMWJFX128F1481B09,2650855,Diablo,Icon of Flesh
TRMWJFV128F14AA227,1263917,24-7 Spyz,Jungle Boogie
TRMWJBX128F930D846,12905024,Perspects,Too Much Too Fast
TRMWJNE128F42392BD,758394,Yes,Shoot High Aim Low
TRMWJHR128F148D45B,1333886,KISS,We Are One
