tid,artist_name_msd,title_msd,mxm_tid,artist_name_mxm,title_mxm
TRMMFZM12903CBD45C,Ubar Tmar,When The Light Is Gone live mix,3765181,Ubar Tmar,"When the Light is Gone (Live at Arasaki Beach, 96 Summer of Love)"
TRMMFMZ128F93302C0,FFH,Through My Eyes,5549039,FFH,Through My Eyes
TRMMFVZ128F92FE11F,The Spektrum,Nenphilis,12248025,The Spektrum,Nenphilis
TRMMFRN128F92E5FEF,The Hoosiers,Cops And Robbers,9764800,The Hoosiers,Cops and Robbers
TRMMFXR12903CF4536,Paradise Lost,Intro,4556850,Paradise Lost,Intro
TRMMFXM128F424295C,Topmodelz,Something About You,7207130,Topmodelz,Something About You
TRMMFIU128F42357BF,Good Riddance,Yesterday's Headlines,761338,Good Riddance,Yesterday's Headlines
TRMMFIR128F4221C4F,Kaya Project,Stone Turns Black,4007429,Kaya Project,Stone Turns Black
TRMMFLA128F425C1C0,The Last Dance,Wake Me Screaming,4179260,The Last Dance,Wake Me Screaming
TRMMFEH128F424B406,The Exies,1970,3856463,The Exies,1970 +
TRMMFHL128F146E5ED,Nerina Pallot,Nickindia (remastered),3508292,Nerina Pallot,Nickindia
TRMMQPE128F423A34E,Happy Mondays,Moving In With (Re-mastered version),7937783,Happy Mondays,Moving in With
TRMMQTK128F42729AC,Jerry Ropero Featuring Cozi,The Storm (John Dahlback Remix) (Feat. Cozi),9545865,Jerry Ropero,The Storm (feat. Cozi Costs) (John Dahlbäck dub)
TRMMQMP128F423A7E3,Jenniffer Kae,Ebb And Flow,7230102,Jenniffer Kae,Ebb And Flow
TRMMQFO128F14A214E,Claw Boys Claw,Bones,1858619,Claw Boys Claw,Bones
TRMMQJH128F1464A57,Liam Lynch,Happy,2974626,Liam Lynch,Happy Song
TRMMQZZ128F4249F40,Minnesota Orchestra,Danse Macabre,1548545,Erich Kunzel and the Cincinnati Pops Orchestra,Danse Macabre
TRMMQOV128F4272A48,The Wailers,No Sympathy,4250903,Bob Marley & The Wailers,No Sympathy
TRMMQPD128F92F6AFD,DJ Remy,Till Ya Drop! 2007,7799756,DJ Remy & Roland Klinkenberg,Till Ya Drop!
TRMMQAN128F4286DFA,Arnaldo Antunes,Eu Não Sou Da Sua Rua,5467828,Arnaldo Antunes,Eu Não Sou da sua Rua
TRMMQFA128F4281BAC,Kari Tapio,Tom Dooley,7213780,Kari Tapio,Tom Dooley
TRMMQKR12903CD5675,Attack,Två av Oss,3540736,Lars Vegas Trio,Två av oss
TRMMQEM12903CB415B,220 Volt,Woman In White (LIVE),13233233,220 Volt,Woman in White (live)
TRMMQRB12903CA3738,Slowpho,Devoted,5169250,Slowpho,Devoted
TRMMQGS128F423CA04,Jaco Pastorius Big Band,Amerika (Live Verison),2313580,Jaco Pastorius Big Band,"Amerika (live, 1982)"
TRMMQSP128F1486267,Story Of The Year,Until The Day I Die (Album Version),2920483,Story of the Year,Until the Day I Die
TRMMQYP128F428E72A,The Untouchables,Shine On,3731563,The Untouchables,Shine On
TRMMQVN128F4262999,Joe Satriani,Rubina's Blue Sky Of Happiness,833801,Joe Satriani,Rubina's Blue Sky Happiness
TRMMQPT12903CBFF20,Emerson_ Lake & Palmer,Still...You Turn Me On,697660,"Emerson, Lake & Palmer",Still... You Turn Me On
TRMMQQR12903D033B4,Los Compadres,Los barrios de Santiago,9642685,Los Compadres,Los Barrios De Santiago
TRMMQUB128F42893CA,Steve Cropper & Felix Cavaliere,Love Appetite,9366206,Steve Cropper & Felix Cavaliere,Love Appetite
TRMMQNL128F933A7FB,Årabrot,I,8771389,Årabrot,I
TRMMQDL128F424272B,Ambrosia,Holdin' On To Yesterday,8473533,Ambrosia,Holdin' on to Yesterday
TRMMQPR128F9330C05,I Walk The Line,The Man Without A Name,4798637,I Walk the Line,The Man Without a Name
TRMMQQT12903CB44E8,Ed McCurdy,The Playhouse Saint,7974616,Ed McCurdy,The Playhouse Saint
TRMMQMT128F148AACB,Grand Ulena,Between Tholozan And Oleatha,3129103,Grand Ulena,Between Tholozan and Oleatha
TRMMQAX128F9334E48,Crosby_ Stills & Nash,House Of Broken Dreams,8647108,"Crosby, Stills & Nash",House of Broken Dreams
TRMMQUO128F92EFDA8,Shit and Shine,Nuns Leg,7617682,Shit and Shine,Nuns Leg
TRMMQDK128F4266EBF,Megalon,Sons Of Sarah Connors,3225323,Megalon,Son's of Sarah Connors
TRMMQPM128F4266029,Cobra Starship,My Moves Are White [White Hot_ That Is] (Album Version),6586130,Cobra Starship,My Moves Are White (White Hot That Is)
TRMMQQP128F429096F,Cabballero,Hymn,4450686,Cabballero,Hymn
TRMMQOL128F9340687,Paramore,Rewind (Demo),6759425,Paramore,Rewind (demo)
TRMMQFP128F92F0413,System of a Down,This Cocaine Makes Me Feel Like I'm On This Song,3658000,System of a Down,This Cocaine Makes Me Feel Like I'm on This Song
TRMMQWC128F4233674,Josh Pyke,Sew My Name,8990875,Josh Pyke,Sew My Name
TRMMQMY128F930BD2F,Barry Brown,Give Thanks and Praise - Original,2968834,Barry Brown,Give Thanks and Praise
TRMMQQU128EF3583ED,Williamson,Sailing To The Botton,5421840,Williamson,Sailing to the Bottom
TRMMQUQ128F4261E3A,The Dickey Betts Band,The Blues Ain't Nothin',1319761,The Dickey Betts Band,The Blues Ain't Nothin'
TRMMQME12903CD2B9D,Naked Raygun,Entrapment,2920673,Naked Raygun,Entrapment
TRMMQCW128F930E26F,Kaizers Orchestra,Kaizers 115. Drøm,6844095,Kaizers Orchestra,Kaizers 115. drøm
TRMMQUA128F425761E,Wesley Willis,Jesus Christ,1586590,Wesley Willis,Jesus Christ
TRMMQXZ128F92D0A0E,Manjul,Hungry Belly,6661704,Manjul,Hungry Belly
TRMMZRE128F42B799E,Daniel Balavoine,Sauver L'Amour,1594812,Daniel Balavoine,Sauver l'amour
TRMMZJO128F42434B2,Sandhy SonDoro,Don´t Let It Bring You Down,7163207,Sandhy Sondoro,Don't Let It Bring You Down
TRMMZSA128F4233C55,"Willie ""Big Eyes"" Smith",Tell Me Mama,2392350,"Willie ""Big Eyes"" Smith",Tell Me Mama
TRMMZSX128F4285EEC,Planlos,Rock-Legenden,3450366,Planlos,Rock-Legenden
TRMMZZF128F92F96E1,Boozoo Bajou,Fuersattel,8086775,Boozoo Bajou,Fuersattel
TRMMZAW128F930B851,Not Your Average Hippy,Thirteen,10017774,Not Your Average Hippy,Arid Solar Wind
TRMMZMW128F427C396,Dreams Come True,Moonlight,677412,DREAMS COME TRUE,MOONLIGHT
TRMMZNK128F149044A,Talk Talk,I Believe In You (1997 Digital Remaster),1133826,Talk Talk,I Believe in You
TRMMZFP128F934E711,Dominik Eulberg,Ambivalent,3187845,Dominik Eulberg,"""Brenzlich, Brenzlich"" dachte der Feuersalamander"
TRMMZSB128F14A4950,The Rutles,Major Happy's Up And Coming Once Upon A Good Time Band,7062844,The Rutles,Major Happy's Up and Coming Once Upon a Good Time Band
TRMMZEY128F4244253,Half Japanese,Movin' On Up,1072640,Half Japanese,Movin On Up
TRMMZNV128F9352E7A,Fragile State,Undercurrent (Alucidnation Downtempo Mix),7802552,Fragile State,Undercurrent (Alucidnation Downtempo mix)
TRMMZQE128F92E799D,John Coltrane Quartet,I Wish I Knew,3864191,John Coltrane Quartet,I Wish I Knew
TRMMZMG128F427CA28,Jeff Lorber,Uncle Darrow's,7093982,Jeff Lorber,Uncle Darrow's
TRMMZJI12903CA126D,Microwave Dave and the Nukes,Body And Fender Man,4833839,Microwave Dave & The Nukes,Body and Fender Man
TRMMZNN128F42887EF,Why?,Gemini (Birthday Song),4238661,WHY?,Gemini (Birthday Song)
TRMMZIM12903CBBF55,Eric Sneo,Coming Home,13779079,Delaney & Bonnie and Friends with Eric Clapton,Coming Home
TRMMZFT128F4252625,AGATHODAIMON,After dark,1200699,Agathodaimon,After Dark
TRMMZTO128F92C95BD,Bratri Ebenove,Karlovy Vary,7305544,Bratři Ebenové,Karlovy Vary
TRMMZLZ128F421774B,Halfway to Gone,Never Comin' Home,1995526,Halfway to Gone,Never Comin' Home
TRMMZCO128F4220E1F,Chiasm,Rewind,3756026,Chiasm,Rewind
TRMMZDO128F426B386,Los Enemigos,Nadie Me quiere,4134721,Los Enemigos,Nadie me quiere
TRMMZYE128F9349941,La Habitacion Roja,Cuando Te Hablen De Mi,2657985,La Habitación Roja,Cuando te hablen de mí
TRMMZXU128F427D16E,Patent Pending,Job,4050561,Patent Pending,67 Dollars and No Sense
TRMMZRY128F426C014,Kate Smith,Somebody Loves Me,3244840,Kate Smith,Somebody Loves Me
TRMMZFU128F42BCDCD,Furry Lewis,Take Your Time Rag,8541633,Furry Lewis,Take Your Time Rag
TRMMZTZ128F426365D,Halo Of Flies,D.D.T. Fin 13,659140,Halo Of Flies,D.D.T. Fin 13
TRMMZHL128F42677F0,Shooting At Unarmed Men,Sailing Keeps You Safe,7068843,Shooting at Unarmed Men,Sailing Keeps You Safe
TRMMZYR128F9305C1B,Rabbit,Broken Arrows,8038615,Rabbit,Broken Arrows
TRMMZXX128F146E474,Curtis Stigers,I Can't Stand Losing You,5067831,Curtis Stigers,I Can't Stand Losing You
TRMMZHD128F427FE98,Devotchka,The Clockwise Witness,6979897,DeVotchKa,The Clockwise Witness
TRMMZZD128F422AA3C,Lacuna,Celebrate the Summer 2006,7019513,Lacuna,Celebrate the Summer 2006
TRMMZRL128F4238A3A,Haikara,Jälleen on meidän,3762686,Haikara,Jälleen on meidän
TRMMZTM12903CD177A,Bullet,Ain't Got Time To Waste,3918567,Aim,Ain't Got Time to Waste
TRMMZCP128F14AFDA4,Kreidler,Circles,1838309,Kreidler,Circles
TRMMZTK12903D114FF,Heredeiros Da Crus,Cocha Meu Minino,6841256,Heredeiros da crus,Cocha meu miniño
TRMMZKO128F424AE86,Carey Bell,Going Back To Louisiana,1816259,Carey Bell,Going Back to Louisiana
TRMMZHG128F421B133,Bill Perry,Big  Ass Green Van,4019316,Bill Perry,Big Ass Green Van
TRMMZQW128F9342C09,Watchmaker,Jesus Is Coming,3337408,Watchmaker,Jesus Is Coming
TRMMZWQ128F93462CD,Bob Baldwin,Cafezinho,5251792,Bob Baldwin,Cafezinho
TRMMZKU128F4296801,Rick Astley,Never Knew Love,770408,Rick Astley,Never Knew Love
TRMMZOA128F147D074,Bobbie Gentry,Mississippi Delta,5437283,Bobbie Gentry,Mississippi Delta
TRMMZRY12903D1368F,Patrik Isaksson,Vågorna,5159364,Patrik Isaksson,Vår sista dag
TRMMZOT128F149E9EE,The Chantels,Prayee,5342487,The Chantels,Prayee
TRMMZNT128F4237C33,David Sanborn,Hideaway (Album Version),1044522,David Sanborn,Hideaway
TRMMZLQ12903CD7EA7,Kurt Vile,Red Apples,8374848,Kurt Vile,Red Apples
TRMMZAE128F930C07D,A.C.T,Lord Of Lies,5684628,Týr,Lord of Lies
TRMMZAC12903CEFFA5,Impact,La Mosca,6115440,Impact,La tua eterna illusione
TRMMIBQ128F92FAE23,Conjunto Clasico,Malancolo,3742240,Conjunto Clasico,Al Salir El Sol
TRMMIDH12903CC2667,Billy Boy Arnold,Just a Dream,2715417,Billy Boy Arnold,Just a Dream
TRMMIWS12903CDFDAD,Asia 2001,Antartica,7210411,Asia 2001,Antartica
TRMMIFX128F933BB35,Gloria Lasso,Venus,4984683,Gloria Lasso,Venus
TRMMIFE128F1491C8E,Robert Plant,Your Ma Said You Cried In Your Sleep Last Night  (2006 Remastered LP Version),808390,Robert Plant,Your Ma Said You Cried in Your Sleep Last Night
TRMMIJB12903CD3A89,DJ Fait,No Easy Way Out,9585810,DJ Fait,No Easy Way Out (club mix)
TRMMIDR128F1456A40,Muddy Waters,All Night Long,738765,Muddy Waters,All Night Long
TRMMILX128F92FE3F7,Senser,Sandhurst In Zero G,9042989,Senser,Sandhurst in Zero G
TRMMIOJ128F92F40B9,Iron Butterfly,Iron Butterfly Theme,1918873,Iron Butterfly,Iron Butterfly Theme
TRMMIAO128F9328C36,DD/MM/YYYY,Cancerboy on Hash,9183012,DD/MM/YYYY,Cancerboy on Hash
TRMMICT128F4287ABE,Miracle Chosuke,Vallejo,3682036,Miracle Chosuke,Vallejo
TRMMIYB12903CEFF1A,The Jackson Southernaires,It's A Blessing,2900576,The Jackson Southernaires,It's All in the Word
TRMMIPY128F423739E,Mando Diao,Never Seen The Light Of Day (Radio Edit),6592229,Mando Diao,Never Seen the Light of Day
TRMMIAR128F427AF13,One Way System,Believe Yourself (Album Version),3035276,One Way System,Believe Yourself
TRMMIHW128F9325496,C-Block,First Love,7953488,C-Block,First Love
TRMMIIS128F426155F,Benassi Bros. Feat. Dhany,Make Me Feel,12971421,Benassi Bros feat. Dhany,Make Me Feel
TRMMIEG128F425A851,Tihuana,Como Eu Queria,3548754,Tihuana,Como eu queria...
TRMMIAQ128F14802D5,Andres Calamaro,La Verdadera Libertad,2144452,Andrés Calamaro,La verdadera libertad
TRMMIMB128F92F6356,Los Amantes De Lola,Valiums A Tu Tia,2100846,Los Amantes de Lola,Valiums a tu tía
TRMMILJ128F4242AD2,Incantation,Merciless tyranny,3396923,Incantation,Merciless Tyranny
TRMMIGK128F145893F,Japan,The Art Of Parties,910497,Japan,The Art of Parties
TRMMIZZ128F4289298,Bitty McLean,It Keep Rainin' (Tears From My Eyes) (Radio Edit),1495039,Bitty McLean,It Keep's Rainin'
TRMMIMZ128F9333503,Continental Drifters,Tomorrow's Gonna Be,985071,Continental Drifters,Tomorrow's Gonna Be
TRMMIHU12903CFF742,Enchant,Invisible,1627611,Enchant,Invisible
TRMMIUB128F428565E,AfroReggae,Benedito,7535688,AfroReggae,Benedito
TRMMIFD128F9325433,DC Talk,I Wish We'd All Been Ready (Key-Ab-Premiere Performance Plus),2488167,dc Talk,I Wish We'd All Been Ready
TRMMIMB128F93294FA,Kokolo,Soul Power,8307717,Kokolo,Soul Power
TRMMIAN128EF3671BA,The Adverts,New Boys,7966524,The Adverts,New Boys
TRMMIDO128F1463A4E,The Dickies,Fan Mail,4755157,The Dickies,Fan Mail
TRMMIIV128F14A2BC7,O Rappa,Linha Vermelha,1875186,O Rappa,Linha Vermelha
TRMMIQH12903CC6652,Clint Eastwood,Rowdy,5676910,Clint Eastwood,Rowdy
TRMMITS12903C9D127,Natalino Otto,Mamma Voglio Anch'io La Fidanzata,4402867,Natalino Otto,Mamma voglio anch'io la fidanzata
TRMMISS128F932F24D,Nessbeal,Rimes Instinctives,7319586,Nessbeal,Rimes instinctives
TRMMIXP128F934674D,Feadz,Liisborg Error,8761697,Feadz,Liisborg Error
TRMMIXE128F146C649,No Innocent Victim,C.e.b. (Album Version),589854,No Innocent Victim,C.E.B.
TRMMICW128F14548B8,Yabby You,Warn Them Jah Dub,5411402,Yabby U,Warn Them Jah Dub
TRMMIVM128F42326B9,James Newton Howard/The Postman Soundtrack,Shelter In The Storm (Album Version),1507103,James Newton Howard,Shelter in the Storm
TRMMIUT128F932DE69,Daniel Merriweather,You Don't Know What Love Is (You Just Do As You're Told),8493422,Daniel Merriweather,You Don't Know What Love Is (You Just Do as You're Told)
TRMMIQN128F426B586,Exile,Take Me To The River,4762500,Exile,Take Me To The River
TRMMIKV128F4276904,Bernard Harris,Let it Go,3615840,Bernard Harris,Let It Go
TRMMIFK12903CE6B10,Chad Smith's Bombastic Meatbats,Into The Floyd,13816801,Chad Smith's Bombastic Meatbats,Into The Floyd
TRMMALI12903CC8A96,Sunlightsquare,I Believe In Miracles,13604705,Sunlightsquare,I Believe in Miracles (Broken Party Nimal mix)
TRMMAFC128F93566B2,Bill Perry,Honey Pie,1160899,Bill Perry,Honey Pie
TRMMAVK128F92DF22F,Verdena,Elefante,2668915,Verdena,Elefante
TRMMAUM128F92D14F3,Count Basie Big Band,Bookie Blues,3249425,Count Basie Big Band,Blues for Alfy
TRMMAWA128F4263E08,The Bluetones,Mudslide,1446957,The Bluetones,Mudslide
TRMMAPV128F4272C35,The Durutti Column,Sketch For Dawn (Live 13.8.1981),6995884,The Durutti Column,Sketch for Dawn
TRMMAWJ128F92EB125,Gino Paoli,Io Vado Con L'Anima,6424484,Gino Paoli & Ricky Gianco,Io vado con l'anima
TRMMAYA128F42A884A,Aural Float,New Frontiers,3323002,Aural Float,New Frontiers
TRMMAMS128F92F3BAC,Heston,Like Sunshine,8515728,Heston,Like Sunshine
TRMMAMM12903CAF37A,Shakespears Sister,It's A Trip (Stems Mix),9035809,Shakespears Sister,It's a Trip
TRMMAOJ128F4243312,Platero Y Tu,Un Abecedario Sin Letras,2357720,Platero y tú,Un abecedario sin letras
TRMMAAZ128F427330F,Section 25,Dirty Disco II (Pre-Mix version),2271074,Section 25,Dirty Disco II (Pre-mix)
TRMMAYV12903CBF158,April March,Attention Cherie,7296043,April March & Steve Hanft,Attention Chérie
TRMMAWB128F4278517,Life Of Agony,Don't You (Forget About Me) (Album Version),1022447,Life of Agony,Don't You (Forget About Me)
TRMMABI12903CF5E42,Adema,Until Now,3317037,Adema,Until Now
TRMMABF128F425862B,Four Year Strong,Heroes Get Remembered_ Legends Never Die,6411296,Four Year Strong,"Heroes Get Remembered, Legends Never Die"
TRMMAVX128F9333866,Mala Reputación,Abre los ojos,4272719,Belén Arjona,Abre los ojos
TRMMAOE128F92E132F,Lightnin' Hopkins,Everyday I Have The Blues,1440286,Lightnin' Hopkins,Everyday I Have the Blues
TRMMABQ128F92EADF9,George Winston,Tamarack Pines,802136,George Winston,Tamarack Pines
TRMMALK128F4262C40,Beady Belle,A Touch Of Paradise,7234453,Beady Belle,A Touch of Paradise
TRMMASU12903C9A2A4,Hot Lips Page,He's Pulling His Whiskers On,13122302,Hot Lips Page,He's Pulling His Whiskers
TRMMAKR128F423A02B,Anthony Cruz,I've Been Waiting,5263408,Matthew Sweet,I've Been Waiting
TRMMAGG128F4295B80,Terry Stafford,She Wishes I Were You,9590638,Terry Stafford,She Wishes I Were You
TRMMATM128F933D5F5,Loquillo,Cadillac Solitario (Rockdelux Experience 23/11/04),9388925,Loquillo,Cadillac Solitario
TRMMALW128F92FD049,John Mayer,Out Of My Mind,7346359,John Mayer Trio,Out of My Mind
TRMMAZT12903CF5EE5,Evile,Thrasher,6448196,Evile,Thrasher
